index,category,data
502,0,와 나 남돌중에 장발 잘 어울리는거 정한이랑 장문복 밖에 모름 ㄱㄷ 둘이 장발 진짜 잘 어울림...
503,0,"스피드 페인팅 연상은 즐겁다
영상에는 채색 과정만"
504,0,(그러실수도 있는것이 아닌가?¿) 고생하는 사랑이 보고 낄낄 웃다가 말려준다고 줘보라고 하겠죠ㅋㅋㅋㅋㅋ 김만중... 안어울리게 섬세하기 때문에ㅠ 사랑이 머리 잘 말려줄거같애요
505,0,우장훈 황시목 같은 검사 캐릭터인데 둘이 너무나도 다른거 내 삶의 또다른 즐거움이다. . . . . . . .
506,0,변영주 감독 코멘트 너무 좋네 항의의 대상이 아니라 의지할 수 있는 어른으로의 확장.. 그리고 그런 역할에 아저씨를 캐스팅하는 벨빈ㅜ
507,0,"불렛 뮤스하다가 석진이 쎈캐 시절
목소리 긁는거 인상쓰는거
다 넘 귀여워ㅠㅠㅠㅠ
불렛 곧 1억돌파래요 한번씩 보고오세요
볼거리가 풍성하답니다"
508,0,우산을 어케 저렇게 들 생각을 했지 이가현 천재아니냐
509,0,김지유사랑해
510,0,이밍규가 송명근 트크해줄라고 밀어주는거 왤케 웃겨ㅋㅋㅋㅋㅋ
511,0,"190125 GMP
잘 다녀와~좋은 일 만 가득하길"
512,0,[TV와치]서지혜X장미희 때문에 '흑기사' 봅니다 | 다음 연예
513,0,"승호 매력어필
넘 기여워 ㅋㅋㅋㅋ ㅋ ㅋ ㅜ"
514,0,다시봐도 존나웃기다 남경주어디서튀어나온
515,0,"아이좋아~~ ㅋㅋ
성동일 배우님을
웃게만드는 슌의 귀여움"
516,0,ㅅㅂ 심해인어교믿는 철래ㅋㅋㅅㅂ ㅋㅋㅋ..ㅋㅋㅋㅋㅋㅅㅂㅅㅂ
517,0,"철, 체인지업 오빠 잔망에 하나님이랑 하이파이브
한, 오늘 천사인줄 알았습니다 초커는 언제나 최고
슈, 속으로 오길원해 파트때 카메라 아이컨택 ㅠ
휘, 머리랑 렌즈랑 그레이색 깔맞춤 후하후하
순, 나이는 숫자 몇년전이랑 똑같아 텐션 높은거 ㅠ
원, 내 기준 리즈날 오늘 진짜 너무 예뻤어요"
518,0,미모가 우주 구했다... 준면아 차은우님 너무 잘생겼어............온 세상 다 미모로 지배해라
519,0,스발 고민수 잘생김.
520,0,교보 갔는데 일행이 문화상품권으로 책을 사줬다 반짝반짝한 김사과 신작이랑 서점에서 펼쳐보고 그자리에서 꽂힌 김이듬 시집 완전 최고된다
521,0,"?
우와~~~~~♡
너무 예쁜 배우 박신혜양과 요즘 대세 샤넌!
두 사람 모두 엄청난 외모를..!!!!
【tumblr】
＊"
522,0,다 가려도 은우는 은우
523,0,민우오빠 화이팅~
524,0,*진짜존냐귀엽다채연아사랑해너무귀엽다채연이넌최고야사랑해요이채연귀여워요이채연너무너무좋아채연아사랑해
525,0,이 포즈ㅋㅋㅋㅋㅋㅋ 박미선 짤 생각나ㅋㅋㅋㅋ .... 퇴근은 내가 할게. 일은 누가 할래?
526,0,장재인 컴백 넘 기대중 1월 15일
527,0,갓기천사 강민이 생일 축하해
528,0,저 배우판 빡치면 트위터 뒤집어 놓는다 트윗 자꾸 나가수 박미경 톤으로 읽혀 웃겨 죽겠음 와~ 역시 배우판 틔터리안들 트위터를 뒤집어 놓으셧다~
529,0,지금 골목식당 나온 이 피자집 진짜배기... 셰프 직원으로 18년 일하고 처음 차린 가게인데 안 알려져서 사람이 없었을 뿐 ㅠㅠ 맛도 가격도 트위터 생활 걸고 보장하는데 다행히 백종원도 엄청 칭찬하네. 회기동 17번지 코너 피자집 17
530,0,"190120 아리오카시와 
어떤 모습도 너무 좋아해요:)"
531,0,덕분에 행복한 2018년이었고 올해는 아이콘도 아이코닉도 더 행복한 한해였으면 좋겠어요! 수고 많았고 항상 고마워!
532,0,"[티저] 서로에게 닿은 이동욱x유인나, 설렘터짐"
533,0,하나모리 유미리는 스즈키 아이나하고 같이 진행하는 라디오 모구모구 커뮤니케이션즈로 알게되었는데 굉장히 재밌는 분이다라고..
534,0,와 최고다 얼굴천재 김유나 미처 진짜 사랑해 유나야!!!!!!!
535,0,장영남넴 너무좋아진차ㅠ씨발
536,0,ㅌㅋㅋㅋㅋㅋㅋ 김조한무 아나 ㅋㅋㅋㅋㅋㅋㅋㅋ 탐넘분 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
537,0,"솔직하고 명랑함의 대명사하면 오세훈이지오 ㅇㅅㅇ ! 
VOTE &amp; RANK | Make Your Star Shine Out!"
538,0,'반신마비' 투병 이겨내고 몰라보게 더 예뻐진 장재인 근황
539,0,"율 표정 진짜 다양해ㅋㅋㅋ
봄이로 변햇을때가 제일좋아ㅋㅋㅋ
너무귀여워"
540,0,"방탄소년단 공계에 목마른 아미
쓸까말까 망설이신다면
시원하게 쓰세요~~~공계 원샷!
캬 시원하드아~"
541,0,"ㅅㅅㅅ세상에... 장범준... 새.. 커버곡에....... 안경.......... 너무조아........,,,,,/////////"
542,0,무한청정청년 장문복~나까지 깨깟하게 씻겨내려가는 기부운♡
543,0,"아이신소데쿠 진짜 짜릿해,, 하아,, 싱글싱글 웃으면서 들이대는 애랑 덤덤하게 저돌적인 으른 사이에 낀 신소,,ㅠ 넘좋아 아악 엄청 초조해하면서도 날카롭게 자와 견제해줘 미돌 ㅜㅠ ㅠㅠ 자와는 애새끼 취급하면서 미돌한테 별 위협 안 느끼고 ㅜㅜ ㅜ"
544,0,"＂문자 10통→꽃바구니 선물＂..＇오발＇ 한혜진♥?전현무, 공개연인의 좋은예 [종합]"
545,0,악 뭐야ㅋㅋㅋㅋㅋㅋㅋ 이은채선배님ㅋㅋㅋㅋ 존나귀여워ㅠ어떡해??ㅠㅠㅠㅠㅠㅠ
546,0,대장장미툥 ..데뷔시켜주세요..
547,0,"천안함 폭파시켰다는 김영철, 드뎌 적국수뇌(?)의 집무실까지 들어감
북미신뢰관계가 이정도까지 진전됨 ㅎㅎㅎ"
548,0,"원피스 느와르 합작(
제 생전 첫 합작을 이런 멋진 합작으로 끊어서 넘 좋아요 ^0^
편집 짱 멋집니다 츄라이츄라이"
549,0,"[HD 포토] SKY 캐슬에서 제일 엘레강스~ 한 우리의 빛! 승! 혜! 꽃들 사이에서 누가 꽃이죠? 세아 언니가 꽃이야...? 
더 많은 포토 보러 가기"
550,0,"2조 천송이, 눈 떠보니 혼자 나와있습니다 오바.
2조 청춘패미리 사랑합니다 오바.
2조 전지현, 다들 안녕하다 오바."
551,0,차은우 내가 아는 이동민중에 제일 잘생겼다
552,0,이호석 잘생겼다 이원호 잘생겼다 원호 잘생겼다 호석이 잘생겼다 원호석 잘생겼다 잘생겼다 잘생겼다 잘생겼다
553,0,"김태리에게 술을 줬을 때 반응.jpg
(다물어지지 않는 입)ㅋㅋㅋㅋㅋㅋㅋㅋ"
554,0,난 정말 우잔훈 사랑하는 걸까.....우괴나좋 ㅠㅠ 우장훈이 괴로우면 나는 좋아
555,0,"우현이가 부르는 박효신님에 좋은 사람 ㅠ...ㅠ....
나 이거 맨날 들어...ㅠ...너무 좋아..ㅠㅠㅠㅠㅠㅠ
노래 너무 잘해 애드립 부분도 너무 좋고 끝음처리하는거 진짜 너무 좋아서 반할거 같아 진짜 매일 매일 반한다...ㅠ 노래 잘하는 남우현 체고야 젤 좋아  ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅠㅜ"
556,0,ㅠ난 아직도 김범수-나타나 이노래만 들으면 김주원이 백화점 저쪽에서 챡챡 걸어와소 이 여자가 저한테는 김태희고 전도연입니다 제가 길라임씨의 열렬한 팬이거든요 이러는 장면이 생각난단 말이야ㅠㅠㅠ개꿀잼 시크릿가든
557,0,장미희는 참 아직도 고우시네.
558,0,"해프 젠프 틴 입니당
공출목하는데 유입없구 
엔시티 웨이션 다 좋아합니당
초반도 상관없어용
저랑 트친하고 친해져용"
559,0,연말에 고마운분께 책선물을 받았다.올리버 색스의 고맙습니다와 김진영선생의 아침의 피아노.금요일부턴 회사에서 초격차를 나눠주셔서 읽고있고 내가 산 비커밍을 미쉘오바마 목소리로 듣고있다.하나를 진득하게 읽는 편이 못되는데 이책저책 섞어 읽는 것도 재미있다
560,0,"180114 1987 무대인사 김태리 센텀 롯데시네마 6관 
이날 최고의 하이텐션.
설마 전날 마신 술이 아직(?)
귀여워서 김태리컷 가져왔습니다ㅋ
Full ver."
561,0,뛰면 삼분안에 우리 집 씨발 개웃거 뒤지겠네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 박훈정이 누구야
562,0,나는 여자 코미디언 중에 장도연이 제일 재밌고 좋은데 요즘 왜 잘 안보이지 더 많이 나와주라
563,0,ㅋㅋㅋㅋ사퍼 이게뭐얔ㅋ이게 불꽃놀이냨ㅋㅋㅋ폭탄이진ㅋㅋ미쳤나봨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
564,0,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ김성민 뭐야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
565,0,"헤테로맛집 오브 하실분
내가미쳐 마지막화보다가 장ㅇ난 아니어서 컴 다시키고 보정도 해옴
가이유미쟈그 하실분 상시 모집합니다 개쩔어 너무 맛있어"
566,0,신민아 진짜 러블리하다
567,0,"......?
현생이랑 다를게 뭔데요....?
ㅋㅋㅋㅋㅋㅋㅋ
당신은 장수원님과 단골손님과 사장관계였습니다."
568,0,새로 출시된 깊은 밤 갑자기의 블루레이는 제니퍼 코넬리의 라비린스와 마찬가지로 진정한 의미의 복원처럼 느껴진다. 이런 아름다운 미모는 정말 보존해야 한다.
569,0,맥스.... 그 많고 많은 쿠션중에... 허허 귀엽구만ㅋㅋ
570,0,장문복 사랑해
571,0,김민석 엑소 시우민의 찬란하게 빛날 서른을 사랑하고 응원해
572,0,"여러분 모두 2019 
제가 2018년을 굉장히 행복하게 정우성 배우님 
덕질하고 또 여러일 의미있게 살다가 새로운 
나날들이 다가올 2019년의 새해가 되었는데 
때마침 1월 1일인 오늘이 저의 
이라 더욱 즐겁게 2019년을 맞이하려합니다 
모두들 새해복 많이받으세요"
573,0,"둘 다 봤어요!!
와ㅋㅋㅋㅋ 취향 진짜비슷하네요ㅋㅋㅋ
혹시 메모라이즈보며 김유현 좋아하지 않으셨나요?ㅋㅋㅋ"
574,0,사이먼 도미닉이 우원재 좀맹구라고 하는거 너무 궈여워
575,0,"""김현중과 인교진은 매너가 몸에 베어있는 사람이다. 정말 친하게 촬영했다"""
576,0,"헐허럴신사의 품격 !?!?!?대박대바대ㅐㄷ박 ㅠㅠㅜ
그거 나진짜ㅠㅠㅠ좋아했다구우우ㅠㅠㅜㅠㅠㅠ
김하늘 ㅠㅜㅠㅠㅠ장동건 ㅠㅠㅠㅠㅜ"
577,0,성훈아 귀엽다
578,0,우타프리 달력 도착했어요 ㅠㅠㅠㅠㅜㅠ 하나는 소장용(가보 n호) 나머지 한 달력으로는 함께 2019년을 행복하게 보내겠습니다 ㅠ.ㅠ 예쁜 달력 제작해주신 따따님들 너무너무 감사드리고 행복한 일들만 가득한 2019년 되시길 바라요
579,0,예쁘다 조명도 무대도 그리고 휘성도 ..
580,0,응응ㅋㅋㄱㄱㅋㄱㄱㄱㅋㄱㄱㄱ진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋ재밌어 죽엌ㅋㅋㄱㅋㅋㅋ코우가와 나락이 금강집에서 조우하는것도 있는데 대화가 아주 미친듯이 웃겨ㅋㅋㅋㄱㅋㄱㅋㅋㅋ
581,0,나미사(나 미미카 사랑해)
582,0,"오와...송재경님,치즈님 감사합니다...ㅜㅡㅠ"
583,0,ㅅㅂㅋㅋㅋㅋㅋ 지금 뿌리깊은 나무 다시보기 하길래 보고있는데 장혁이 한 역할 신세경 보고 너와결혼까지 생각했어 뮤비찍었네ㅋㅋㅋㅋㅋ
584,0,장혁 얼굴에 여진구 얼굴 나올 만함
585,0,"이해리 - 사랑하는 사람아
노래 진짜 좋아요"
586,0,박슬기님 넘 센스넘치시고 예쁜 말 해주셔서 감사합니다ㅠㅠㅠㅠ최고의 엠씨ㅠㅠㅠㅠ
587,0,지금 탐라 다 난리난 마크 화보 위아래 의상 이거인듯ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
588,0,신효섭 마지막에 ㅗ 모냐고ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 혁이는 마지막에 저렇게 하트 적는거 나랑 똑같아  나도 편지나 글 쓰고 마지막에 저렇게 하트 잘 쓰는데  별거아닌 공통점 찾고 좋아하기
589,0,"마리아힐까지 해서 마블 공식 Team Leather Jacket 하자
벌써부터 가슴뛴다 가죽자켓 최고.."
590,0,절미따따가 보내준 위대훈 영상 너무 웃겨서 구르는 중ㅌㅋㅋㅋㅋㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ울 청청이 내보내고 싶다(???)
591,0,"신보라가 너무 귀여워서 올리는 영상ㅋ
혼자서 단짝들 앞을 지키는 어미새 같지만 알고보면 귀여운 애기새"
592,0,임재범 형 모먼트 귀여워서 치임ㅠㅠㅠㅠㅠ
593,0,"“성시경, 너는 나의 봄이다”
시가 정주행 후 계속 머리에 이 노래가 맴도는 것이 이 장면의 영향이 큰 듯..
정말 길게 여운이 남았던 장면 
너무 예뻤던 장면 
그리고 정말 행복했던 장면
시가 진짜 그 무엇보다 여운 오래가네요..
김주원 길라임 최고야 ㅠㅠ
연기해줘서 고마워요"
594,0,왤케 기욥게 웃어ㅠㅠ
595,0,"철이철이 
승철아~ㅠㅠ 사진이대끼리!!
억수로까리하네~~ㅋㅋㅋ
근데..밥뭇나??바빠서 디제??ㅠㅠ
......사투리해봤는데..어때?ㅎㅎ
좀공부했어ㅋㅋ  ""고맙다"" 들었어!
역시울세븐틴은짱이네
지기네!!!ㅋㅋㅋㅋㅋ
...다음↓"
596,0,님들아 잇잔아요 제가 설현GQ인터뷰보고나서부터 참아온 말이잇는데요 설현이 굿와이프 나나롤 맡아서 전도연이랑 워맨스 찍어줫음 좋겟다 그럼 진짜 미칠텐데...
597,0,로빈이든 구서진이든....누구든 자다 깨도 존잘!!
598,0,이제현 엔딩 하트 따라하는 김녕훈(>_<)
599,0,정우성 건들지 말어 국보야
600,0,아 좋아하는 부분에도 강한별 잇구나 맞다..
601,0,"190101 ♡♡레터
[From. 유영] 해피뉴이어 내사랑 헬큐우우웅.
…
우리 올해에도 행복하게 행복하게 행복하게 잘지내자요 
말로 다 표현 못할만큼 진심으로 사랑해요 
…
새해 복 많이받아요 내사랑 헬로큐피트"
602,0,임수정의 내거야라는 무언의 압박 주는 모먼트 미치게 좋음 흑흑
603,0,"지난해 영화 ‘협상’의 GV.
오랜 손예진님 팬으로써 다녀왔지만 현빈님에 놀람.
그 미모와 기럭지. 손예진님도 최고였지만 현빈님도 최고.
최근 나의 낙인 ‘알함브라 궁전의 추억’에서 너무 멋있음. 근데 박신혜님이 너무 이뻐 결국 박신혜님만 보임ㅋㅋㅋㅋ
결론은 다음주까지 어떻게 기다리냐..."
604,0,김태호피디 여기서도 케벡스 직원으로 나오셔ㅋㅋㅋㅋ 프듀 세계관 연결하면 재밌겠다
605,0,"복수야 나도 너 사랑,,,ㅎ,,ㅐ 흡 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 스윗복수"
606,0,서른살의 김민석도 너무 좋아ㅜㅜㅜㅜㅠㅠㅠㅠㅠ
607,0,출력싸인이긴 하지만.... 영선님 글씨 언제 봐도 너무 예쁘구요.. 호산님 싸인 너무 멋있어..
608,0,흔들린 사진도 이정도여가지구 지우질 못하고 있다 아 이건 다른 날인가 나 정우성 두번 봤나 여튼 마담뺑덕 때 진짜진짜 잘생김 물론 다른 때에도 잘생겼는데 실물 본 때가 이때밖에 없어서ㅋㅋㅋㅋ
609,0,그지그지 차은우랑 문빈 너무 좋은겨ㅠ 내 구 차애와 최애여서 더욱더 관심이 가는 사람들이짛
610,0,"미친 ㅠㅠㅠㅠㅠ flowblow 인스타스토리 
이관린 - stack
아 제발요 음원요 플리즈"
611,0,"격기3반 - 마리아
잘생김과 무서움과 귀여움을 한몸에!!!"
612,0,사랑해 석준아 ㅠㅠ
613,0,귀여워....멋있어....
614,0,"아놬ㅋㅋㅋㅋㅋㅋㅋ 이상순님 표정 뭐냐고 ()ㅠㅠㅠㅠㅠㅠ 흐뭇해하시는거 같애 ㅋㅅㅋㅋ
근데 그 와중에 이효리님이랑 지은언니 합성같곸ㅋㅠㅋㅋㅋㅋㅋㅋㅋㅋ"
615,0,으악 곽승석 최고야ㅠㅠ 으악ㅠㅜㅠㅠ
616,0,"정신없이 상댸방의 말에 빠져서 아무 생각못 해본적이 있다. 변영주 감독님, 만나본 사람 중에 가장 말을 재밌게 하는 분이다."
617,0,이효리가 늙어 보이는 게 싫다고 툴툴대자 스윗하게 달래주는 이상순
618,0,로빈 목소리 너무 좋아 어뜨케
619,0,그담엔 또 부끄럽고 선덕선덕한 기분+마음다정리한듯한 유중혁때문에 또 울화통터질것같아서 쫌더 도망다니다가 시나리오에서 크게다친 의식불명 유중혁붙잡고 스타스트림 역사에 명장면으로 길이남을 공개고백 터뜨렸으면ㅋㅋㅋㅋ
620,0,아니 탱본직이시잖아 너무너무 머시써여ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ!!!!! 일주일만에 홍련ㅋㅋㅋㅎㄹㄹㅋㄹㅋㅋㅎㅋㅎㅋㅋㅋㅋ수래님 멘퀘츄진력무엇이죸ㅋㅋㅋㅋ 전 첨에 흥마로 했다가 안맞아서 중간에 음유로 바꿔서 키웟어욬ㅋㅋㅋㅋ지금당장 맨드신다구...?(컴을키며...)(?)
621,0,수빈이 요기 눈이랑 콧등 사이에 있는 점 너무너무너무어누어무너무어누너무넘우머ㅜㄴ머움너무너무너무너무 좋아 수빈아ㅠㅡㅠ
622,0,동우야 니가 짱이야 흑흑 김동우 다 죽여
623,0,방구석1열 한 회도 안 빼놓고 다 봤는데 진짜 변영주 감독 영향이 대단하다. 적재적소에 들어오는 뼈 때리는 얘기도 조근조근 잘 설명하고 독립영화에 대한 소개들도 너무나 좋다. 무엇보다 최고는 짬바.
624,0,"윌킨스로빈 하세요,,,"
625,0,풉.. ㅇㅏ 미안 수민아 안웃을껳ㅎ.. 풉..킼...푸풉..
626,0,"190126 팬싸인회
차은우 잘생기고 예쁘고 멋있고 귀엽고 청순한 거 못 본 사람 없게 해주세요"
627,0,니콜님이 새로산 구급키트..좋아보이네요♡
628,0,이렇게 잘생긴 사람을 두고 1주일을 부정한 나는 정말 뭉청멍청 잘생긴 사람은 역시 뭘해도 잘생겼구나 싶은 사람 바로 송강.....송강 많이많이 볼거다..송강 과다복용으로 쓰러질거시다...
629,0,"180107  롯시건대
문소리짱팬 
소! 리! 소! 리!
격한박수 - 두팔벌려환호 - 짝짝짝"
630,0,강홍석님 감사합니다 ㅠㅠ
631,0,정로빈 자는거 겁내 귀엽내 ;ㅁ;
632,0,"170708 성남파크콘서트 우지
너를 몰랐었다면
내가 어떻게 울적한
이 감정을 웃어 넘길까"
633,0,맞아 나 중학교 때 뒤에 이름 쓰는 거 신효섭 했었음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
634,0,"보고 싶었어....이 말을 왜 이제하지..와서 넘 기뻐..가라ㅇ..가람아..^^ ? 나도, 보고싶었어. (긁적) 앞으로 자주 보자"
635,0,"이하늬도 넘 잘하고 마동석과 이동휘도 좋음 송상은과 조우진 커플도 무지 재밌다 경상도 안동 종가집의 제사, 종손, 가문 등에 대한 꽤 의미있는 내용도 좋다 담백하고 무해한 웃음이 있는 작품이었다"
636,0,도라미님 저 세상 스피드 감사합니다.. 감사합니다...
637,0,지창욱은 뭐 다 좋지만 역시 서정후가 젤 좋당ㅋㅋㅋㅋㅋ 그때 힐러 챙겨보던 그 설렘은 아직 못 잊어ㅎㅎ  특히 정후와 박봉수 오갈 때 아 진짜 씹덕이고 와랄라하고싶다가도 존잘존섹되고ㅠ 액션 미쳣궁 서사도 갓벽 엉엉 정후 더 보고싶어 진쯔......는 힐러 다시 보다가 불타오르는 트윗
638,0,멋있네. 박혜진.....
639,0,"지금 지석진라디오중-> 박슬기씨 남편분이랑 매일 새벽 3, 4시까지 탄이들 영상 보느라 늦게 잔다고.... 천사지민이 너무 착하다고 입에 침이 마르게 칭찬하심 ㅋㅋㅋ"
640,0,이소정 사랑해
641,0,옆동네 마리아랑 격삼 마리아 차이봐ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 와중에 은발? 백발? 에 금안인건 겹치네 ㅜㅜㅋㅋㅋ
642,0,ㅋ ㅋ  ㅋ ㅋ ㅋ ㅋ아니탐라 갑분 우솝산이냐구요 너무 좋네요 (((((?
643,0,이바 나한텐 왜 님 안 붙여줘? 내가 그렇게 당신이랑 편하고 친한 사이지 히힛 사랑해
644,0,"팬미팅 거의 장장 4시간 함ㅋㅋㅋㅋ
너무 좋았다 장성규 아나운서님 재밌었어요ㅋㅋㅋㅋㅋ"
645,0,"180115 아육대 더보이즈 에어로빅 리허설 
학년이 컨디션 안좋았는데 별 탈 없이 마무리 되서 다행이야 ㅠㅠ 앞으론 절대 절대 다치지 말자!!
4k Full:"
646,0,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ꽃무늬 남방 입고나오는 김민종ㅋㅋㅋㅋㅋ
647,0,망함 일라이 진심 귀여움
648,0,아자두 개귀여워 내꺼 움쪽 ㅡㅡ
649,0,ㅋㅋㅋㅋㅋㅋ희재 정도면....뭐..............!^^;;...!! 어리고 능력있고 잘생겼고....굴러가고...;;;;ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 일단 잘생겼으니 정떨어지지 않습니다..! 그 얼굴을 보고 어떻게 정을 떼어요...ㅎ
650,0,김형젴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 이 주체할 수 없는 흥 어떡할꺼야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ석진이랑 태형이 미춰버려
651,0,[TV와치]서지혜X장미희 때문에 ‘흑기사’ 봅니다
652,0,아 폴리님 사쿠노키 영상 예쁘고 센스있고 재밌어ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ갑분박미경ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
653,0,"유빈 님 암만 봐도 임수정 님 닮앗졍,,, 존예"
654,0,내배우 내최애 김윤석 생일 축하합니다 늘 건강하게 오래오래 연기해줘요! 늘 변함없이 응원할거야!
655,0,아 장문복 귀여워 죽을 것 같아 아아악
656,0,"190106 앵콜콘서트 
준회 얼굴 대상감이야...(?)"
657,0,"2017년동안 내가 가장 많이 했던말
지훈이 귀여워 표지훈 귀여워 너무귀여워 엉엉어어엉ㅠㅠㅠㅠ 피오좀 봐봐 표지훈좀봐봐 너무 귀엽지않니?(강요)어떻게 이렇게 귀엽지
지훈옵 물먹는거 너무 귀여워"
658,0,"190123 가온차트 레드카펫 HQ
잘생겼어용ㅠㅠㅠㅠㅠ"
659,0,"악 에이린ㅠ 둘이 같이 다니고, 그러다보니 자연스레 서로 입맛 닮아갈 거 같아서.. 처음에는 에이린이 홍삼맛 사탕이었나 좋아한다는 말 들고 멈칫했었는데 시간이 갈수록 자기도 입에 물고 있고.. 에이린 꽃 좋아하고 막 그러는거 너무 좋아요 어울려ㅠㅜ 그니까요 둘이 너무 잘맞는다 에이린 사랑해"
660,0,"181121 아이돌라디오 ep
이날의 일훈은... 코피팡"
661,0,"190127 
보는 내내 너무 잼있었던 젠가
좋은 공연 너무 고마웠어요
풀버젼: 
흔들림주의"
662,0,얘들아 들개 꼭 봐라. 한국 쩜오디계에 들개 안 본 사람 있어도 보고 안 빨은 사람은 없었다 얘들아 효민정구를 보는 순간 나약하고 무력한 자신이 이 우주에 존재하는 이유를 그 의의를 신의 의도를 알게 된다 얘들아 효민정구는 신이 준 선물이다
663,0,"흑기사보면 거의 로미오와줄리엣인데 근데 서로를 막을 부모님이 다 돌아가신 상태임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이게뭐람.... 흑기사 정말.... 
남주아빠 피해자&lt;여주아빠 가해자&lt;서브남주아빠 젤나쁨...그래서 남주여주 사이 괜찮음...아 이건 진짜 봐야알아 신세경 서지혜 장미희 미모믿고 함 봐라"
664,0,ㅋㅋㅋㅋㅋㅋㅋㄱㄱ ㄱㄱㄱㄲㄲㅋㅋㅋㅋㅋㅋㅋㅋ 아 이가현 오드아이 봐
665,0,장영남 배우님 이번 화보 미친 거 아니가
666,0,정세운 보구싶다ㅠㅠ
667,0,프라이머리 이단옆차기 키겐 실화?
668,0,'드라마 자백'치면 출연진에 준호랑 유재명님 같이 등록되어 있는데 드라마정보에 저렇게 투샷ㅜ 뭔가 신기하고 설렌다
669,0,"이재경 잘생겼어 ㅠ ㅠ ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅠㅠㅠ
ㅜ
ㅜ
ㅜ
ㅠㅠㅠ"
670,0,여러분 그거 아시나요??3월달에 우리 시원이 드라마 나옵니다!!!!코믹 범죄극!!!!!케비수드라마!!!!
671,0,"190101 인천공항 입국 Preview
완전히 모델같쟈나"
672,0,"20171230 부산콘서트
무대 위 방실방실 웃는 예쁜 막냉오빠"
673,0,"190124 워너원 콘서트 Therefore 
오늘 의상... 천사 & 악마 
나를 구원하러 온 천사와
현생 망치러 온 존멋 악마 
크롭티 미쳤다 ㅠㅠㅠㅠㅠㅠ"
674,0,"양준모배우님이 오신거죠..저는 믿을 수 없었습니다,,, 박수광광쳤습니다 ㅜㅜㅠㅜㅠㅜㅠ"
675,0,"증맬 세훈이의 비비어(? 발음이 너무 너무 귀여워 ,,,, 하기시러요옹~? 이리오세영~ 쩜푸 !?????"
676,0,"와워너원백관왕진짜자랑스럽다
역시우리원너무너무축하해
이제관린이인스타보러고고우"
677,0,"김보라 많이 컸다,,옛날에 등교 준비할 때 보던 아침드라마에서 김윤석이 유미엄마 유미엄마 할때 그 애기 유미였는데ㅋㅋ"
678,0,뇨~~~ 면접본거 흐흥 축하한다구 흥~~~ 여태것 면접 본 학교는 죄다 붙고 학업장학금받고 대학간 오너님의 축복을 내려주지(코슥)
679,0,자두 복 만이 밧아
680,0,샘 진짜 미쳤어요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ재환킴 이렇게 예뻐도 되냐며 ㅠ
681,0,한빙지옥 통과할 때 입 단체로 다 얼어서 졸지에 귀여워진 원맥이를 더 귀여워하는 덕춘이 원맥덕춘 보고 싶다 덕츈이 츄어? 녜 츄어여 츄어도 쪼고만 차마 아랐찌 녜 웡맥 챠샤님 알겠쬬요 덕츄나 너 너모 귀엽따 챠샤님이 더 기여어요 아니고둔 아니에여
